-40.000007      0.000000
7.999963      0.000000
-14.899987      0.000000
0.000031      0.000000
-39.428606      0.000000
-4.277308      5.162890
-4.277308      -5.162890
1.083222      0.000000
-39.018599      0.000000
-4.102623      17.959869
-4.102623      -17.959869
0.323845      0.000000
-40.596902      0.000000
-3.339403      10.588171
-3.339403      -10.588171
0.375710      0.000000
-54.218536      0.000000
3.344620      14.254551
3.344620      -14.254551
0.629296      0.000000
-60.938197      0.000000
6.607871      12.407802
6.607871      -12.407802
0.822455      0.000000
-66.199514      0.000000
8.811785      4.700191
8.811785      -4.700191
1.675944      0.000000
-67.930663      0.000000
10.294534      33.947586
10.294534      -33.947586
0.441596      0.000000
7.518883      0.000000
-1.962542      2.050498
-1.962542      -2.050498
-50.493799      0.000000
-50.173513      0.000000
6.952600      0.000000
-1.839543      2.298960
-1.839543      -2.298960
-40.985593      0.000000
7.935114      0.000000
-13.811247      0.000000
-0.038275      0.000000
-48.560994      0.000000
7.707875      0.000000
-4.821207      0.000000
-1.225674      0.000000
-63.632599      0.000000
7.594487      6.076953
7.594487      -6.076953
1.543625      0.000000
-50.350385      0.000000
4.671027      0.000000
-0.610321      3.696583
-0.610321      -3.696583
-70.577006      0.000000
13.504997      0.000000
8.500980      0.000000
1.671029      0.000000
-41.616752      0.000000
7.706978      0.000000
-12.878060      0.000000
-0.112165      0.000000
-47.424454      0.000000
7.961701      0.000000
-6.710763      0.000000
-0.726482      0.000000
-54.050389      0.000000
7.128027      0.000000
0.011181      3.322359
0.011181      -3.322359
-48.590720      0.000000
-0.785651      4.145119
-0.785651      -4.145119
3.262023      0.000000
-62.261482      0.000000
7.031358      7.992564
7.031358      -7.992564
1.298767      0.000000
-84.339818      0.000000
26.791913      0.000000
9.486598      0.000000
1.161307      0.000000
